SUBURB,POBOX,SUBURBCODE,CITY
BUYSDORP,923,923,LOUIS TRICHARDT
BYRNE VALLEY,3781,,RICHMOND
BYRNE-VALLEI,3781,,RICHMOND
CABA VALE,5181,,QUMBU
CACHET,2524,2531,POTCHEFSTROOM
CADLES,,6001,PORT ELIZABETH
CAFDA,,7945,RETREAT
CAFUTWENI,5000,,IDUTYWA
CALA,5455,,-
CALAIS,890,,LETSITELE
CALEDON,7230,7230,-
CALEDON SQUARE,7905,7905,-
CALEDONPARK,,9730,FICKSBURG
CALEDONPLEIN,7905,7905,-
CALIFORNIA,4993,,-
CALITZDORP,6660,6660,-
CALM VALLEY,4990,,NQAMAKWE
CALUZA,3217,,EDENDALE
CALVINIA,8190,8190,-
CALVINIA WEST,8190,,CALVINIA
CALVINIA-WES,8190,,CALVINIA
CAMAMA,5380,,COFIMVABA
CAMBRIDGE,5206,5247,EAST LONDON
CAMBRIDGE EST,,7441,MILNERTON
CAMBRIDGE LGD,,7441,MILNERTON
CAMBRIDGE WEST,5207,5247,EAST LONDON
CAMBRIDGE-WES,5207,5247,OOS-LONDEN
CAMDEN,,2355,NUCAM
CAMELOT,,7580,KUILS RIVER
CAMPBELL,8360,,KIMBERLEY
CAMPBELLDORP,,2571,KLERKSDORP
CAMPBELLSTOWN HOSPITAL,4156,,PHOENIX
CAMPERDOWN,3720,,HAMMARSDALE
CAMPHER PARK,,6220,DESPATCH
CAMPHERSDRIFT,,6529,GEORGE
CAMPS BAY,8040,8005,CAPE TOWN
CAMPUS,3632,,WESTVILLE
CANCELE,5090,,MOUNT FRERE
CANELANDS,4345,4339,VERULAM
CANELANDS EXT 2,4345,4339,VERULAM
CANELANDS UIT 2,4345,4339,VERULAM
CANESIDE,,4068,PHOENIX
CANI,4820,,LUSIKISIKI
CANNON HILL,,6229,UITENHAGE
CANNON ROCKS,6186,,ALEXANDRIA
CANNONVILLE,6175,,COLCHESTER
CAPE MAIL SPEED SERVICES NETWORKS,8004,,-
CAPE RESERVE,,183,PRETORIA WEST
CAPE ST FRANCIS,6313,,HUMANSDORP
CAPE STANDS,,9307,MANGAUNG
CAPE TOWN,8000,8001,CAPE TOWN
CAPE TOWN INTERNATIONAL AIRPORT,7525,,CAPE TOWN
CAPEMAIL,8003,,CAPE TOWN
CAPITAL PARK,,84,MOOT
CAPRI VILLAGE,,7975,FISH HOEK
CAPRICORN,,699,PIETERSBURG
CAPRICORN SQUARE,7948,,-
CARAVELLE,7787,7798,MITCHELLS PLAIN
CARENVALE,,1724,ROODEPOORT
CARLETONVILLE,2500,2499,-
CARLETONVILLE EXT 1,,2499,CARLETONVILLE
CARLETONVILLE EXT 16,,2499,CARLETONVILLE
CARLETONVILLE EXT 2,,2499,CARLETONVILLE
CARLETONVILLE EXT 3,,2499,CARLETONVILLE
CARLETONVILLE EXT 4,,2499,CARLETONVILLE
CARLETONVILLE EXT 5,,2499,CARLETONVILLE
CARLETONVILLE EXT 6,,2499,CARLETONVILLE
CARLETONVILLE EXT 7,,2499,CARLETONVILLE
CARLETONVILLE EXT 8,,2499,CARLETONVILLE
CARLETONVILLE EXT 9,,2499,CARLETONVILLE
CARLETONVILLE UIT 1,,2499,CARLETONVILLE
CARLETONVILLE UIT 16,,2499,CARLETONVILLE
CARLETONVILLE UIT 2,,2499,CARLETONVILLE
CARLETONVILLE UIT 3,,2499,CARLETONVILLE
CARLETONVILLE UIT 4,,2499,CARLETONVILLE
CARLETONVILLE UIT 5,,2499,CARLETONVILLE
CARLETONVILLE UIT 6,,2499,CARLETONVILLE
CARLETONVILLE UIT 7,,2499,CARLETONVILLE
CARLETONVILLE UIT 8,,2499,CARLETONVILLE
CARLETONVILLE UIT 9,,2499,CARLETONVILLE
CARLSRHUE,616,,NKWE
CARLSWALD,1685,,HALFWAY HOUSE
CARLTON CENTRE,,2001,JOHANNESBURG
CARNARVON,8925,8925,-
CAROLINA,1185,,-
CAROLUSBERG,8247,,SPRINGBOK
CAROLWOOD,,7975,FISH HOEK
CAROUSEL VIEW,421,,-
CARRINGTON HEIGHTS,,4001,DURBAN
CARTERS GLEN,,8301,KIMBERLEY
CARTERVILLE,,7655,WELLINGTON
CASABLANCA,,7140,STRAND
CASCADES,3202,,PIETERMARITZBURG
CASHAN,,299,RUSTENBURG
CASHAN EXT 1,,299,RUSTENBURG
CASHAN EXT 2,,299,RUSTENBURG
CASHAN EXT 3,,299,RUSTENBURG
CASHAN EXT 4,,299,RUSTENBURG
CASHAN EXT 5,,299,RUSTENBURG
CASHAN EXT 6,,299,RUSTENBURG
CASHAN UIT 1,,299,RUSTENBURG
CASHAN UIT 2,,299,RUSTENBURG
CASHAN UIT 3,,299,RUSTENBURG
CASHAN UIT 4,,299,RUSTENBURG
CASHAN UIT 5,,299,RUSTENBURG
CASHAN UIT 6,,299,RUSTENBURG
CASON,,1459,BOKSBURG
CASSANDRA,,8301,KIMBERLEY
CASSANOVA,4200,,UMZINTO
CASSEL,8587,,GANYESA
CASSELDALE,,1559,SPRINGS
CASSIM PARK,,2351,ERMELO
CASTEEL,1370,,ACORNHOEK
CASTLE HILL,,4037,MARBLE RAY
CASTLE HILL,,6001,PORT ELIZABETH
CASTLE ROCK,,7975,SIMON'S TOWN
CASTLEVIEW,,1401,GERMISTON
CAT'S PASS,4960,,BUTTERWORTH
CATHCART,5310,5310,-
CATHEDRAL PEAK,3342,,WINTERTON
CATHERINE BOOTH,3823,,-
CATHKIN EST,,7764,ATHLONE
CATHKIN PARK,3310,,ESTCOURT
CATO MANOR,,4091,DURBAN
CATO RIDGE,3680,,HAMMARSDALE
CAUVILLE,2310,,-
CAVENDISH,,4092,MOBENI
CAVERSHAM GLEN,3616,3610,PINETOWN
CAWOOD,6063,,-
CE 1,,1911,VANDERBIJLPARK
CE 2,,1911,VANDERBIJLPARK
CE 3,,1911,VANDERBIJLPARK
CE 4,,1911,VANDERBIJLPARK
CE 5,,1911,VANDERBIJLPARK
CEBE,4968,,BUTTERWORTH
CEDARVALE,,7100,EERSTE RIVER
CEDARVILLE,4720,,-
CEDARWOOD,3340,,WINTERTON
CEFANE,5058,,ENGCOBO
CEFENI,4810,,FLAGSTAFF
CELTISDAL,149,,WIERDAPARK
CENTENARY PARK,,4068,PHOENIX
CENTERTON,6350,,HANKEY
CENTOCOW,3266,,UMZINTO
CENTRAHIL,6006,6001,PORT ELIZABETH
CENTRAL,,8001,CAPE TOWN
CENTRAL,,5201,EAST LONDON
CENTRAL,,3880,EMPANGENI
CENTRAL,,6001,PORT ELIZABETH
CENTRAL,,2,PRETORIA
CENTRAL,5100,,UMTATA
CENTRAL CITY,199,,MABOPANE
CENTRAL WESTERN JABAVU,,1809,PIMVILLE
CENTRAL WESTERN JABAVU EXT 1,,1809,PIMVILLE
CENTRAL WESTERN JABAVU UIT 1,,1809,PIMVILLE
CENTULI,4960,,BUTTERWORTH
CENTURION,46,157,CENTURION
CENTURION BUSINESS PARK,,7441,MILNERTON
CENTURY CITY,7446,7441,MILNERTON
CENTURY PLACE,,7441,MILNERTON
CERES,6835,6835,-
CERUTIVILLE,,1491,NIGEL
CEZA,3866,,NONGOMA
CEZWANE,3980,,MKUZE
CHACHA,5410,,LADY FRERE
CHAMDOR,,1739,KRUGERSDORP
CHAMPAGNE CASTLE,3310,,ESTCOURT
CHAMPAGNE VALLEY,3340,,WINTERTON
CHANCLIFF,,1739,KRUGERSDORP
CHANENG,310,,RUSTENBURG
CHANTECLER,,7550,DURBANVILLE
CHANTELLE,201,,BOORDFONTEIN WEST
CHANTELLE EXT 14,201,,BOORDFONTEIN WEST
CHANTELLE EXT 2,201,,BOORDFONTEIN WEST
CHANTELLE EXT 3,201,,BOORDFONTEIN WEST
CHANTELLE EXT 6,201,,BOORDFONTEIN WEST
CHANTELLE UIT 14,201,,BOORDFONTEIN-WES
CHANTELLE UIT 2,201,,BOORDFONTEIN-WES
CHANTELLE UIT 3,201,,BOORDFONTEIN-WES
CHANTELLE UIT 6,201,,BOORDFONTEIN-WES
CHARFRED,4781,,MOUNT FLETCHER
CHARL CILLIERS,2301,,SECUNDA
CHARLES LLOYD DGD,,5209,OOS-LONDEN
CHARLES LLOYD TSP,,5209,EAST LONDON
CHARLESTON HILL,,7646,PAARL
CHARLESVILLE,,9974,JAGERSFONTEIN
CHARLESVILLE,,7490,MATROOSFONTEIN
CHARLO,,6070,PORT ELIZABETH
CHARLO EXT 5,,6070,PORT ELIZABETH
CHARLO UIT 5,,6070,PORT ELIZABETH
CHARNWOOD,,4339,VERULAM
CHARTWELL,2055,,BRYANSTON
CHASE VALLEY,,3201,PIETERMARITZBURG
CHASE VALLEY DOWNS,,3201,PIETERMARITZBURG
CHASE VALLEY HEIGHTS,,3201,PIETERMARITZBURG
CHASEDENE,,3201,PIETERMARITZBURG
CHATSWORTH,4030,4092,CHATSWORTH
CHATTY,6062,6059,PORT ELIZABETH
CHATTY EXT 17,,6059,PORT ELIZABETH
CHATTY EXT 21,,6059,PORT ELIZABETH
CHATTY EXT 22,,6059,PORT ELIZABETH
CHATTY UIT 17,,6059,PORT ELIZABETH
CHATTY UIT 21,,6059,PORT ELIZABETH
CHATTY UIT 22,,6059,PORT ELIZABETH
CHEBENG,756,,PIETERSBURG
CHELMSFORD HEIGHTS,,4399,TONGAAT
CHELMSFORD PARK,,3610,PINETOWN
CHELMSFORDVILLE,,3610,GILLITTS
CHELSEA,6011,,EMERALD HILL
CHELSEA GREEN,,7100,EERSTE RIVER
CHELTONDALE,,2192,JOHANNESBURG
CHEMPET,7442,7441,MILNERTON
CHESTERVILLE,4138,4091,MAYVILLE
CHESTERVILLE EXT 1,,4091,MAYVILLE
CHESTERVILLE EXT 2,,4091,DURBAN
CHESTERVILLE EXT 3,,4091,MAYVILLE
CHESTERVILLE UIT 1,,4091,MAYVILLE
CHESTERVILLE UIT 2,,4091,DURBAN
CHESTERVILLE UIT 3,,4091,MAYVILLE
CHETTYS HILL,,4399,TONGAAT
CHICKEN FARM,1809,,LENASIA
CHIEF LUTHULI PARK,,1520,DAVEYTON
CHILTERN HEIGHTS,4147,,MALVERN
CHILTERN HILLS,,3629,WESTVILLE
CHISELHURST,,5247,EAST LONDON
CHISELHURST EXT,,5247,EAST LONDON
CHISELHURST EXT 2,,5247,EAST LONDON
CHISELHURST EXT 3,,5247,EAST LONDON
CHISELHURST UIT,,5247,OOS-LONDEN
CHISELHURST UIT 2,,5247,OOS-LONDEN
CHISELHURST UIT 3,,5247,OOS-LONDEN
CHISLEHURSTON,,2196,JOHANNESBURG
CHLOORKOP,1624,,KEMPTON PARK
CHOBOZA,4310,,INANDA
CHOKOE,709,,KOLOTI
CHOLWANE,3855,,NKANDLA
CHRIS HANI,9301,,BLOEMFONTEIN
CHRIS HANI,2500,,CARLETONVILLE
CHRIS HANI,1519,,DAVEYTON
CHRIS HANI,,6506,MOSSELBAY
CHRIS HANI,1949,,SASOLBURG
CHRIS HANI,1551,,TSAKANE
CHRIS HANI,,7655,WELLINGTON
CHRIS HANI EXT 4,2630,,WOLMARANSSTAD
CHRIS HANI PARK,1949,,SASOLBURG
CHRIS HANI UIT 4,2630,,WOLMARANSSTAD
CHRISMAR EST,,7530,BELLVILLE
CHRISMAR LGD,,7530,BELLVILLE
CHRISSIEFONTEIN,1963,,MEYERTON
CHRISSIESMEER,2332,2332,ERMELO
CHRISTIANA,2680,2680,-
CHRISTOBURG,,183,PRETORIA WEST
CHRISVILLE,,2091,JOHANNESBURG
CHRISVILLE EXT 1,,2091,JOHANNESBURG
CHRISVILLE UIT 1,,2091,JOHANNESBURG
CHROMITE,362,362,THABAZIMBI
CHROOM PARK,656,601,POTGIETERSRUS
CHUENESPOORT,745,,PIETERSBURG
CHURCH ON THE ROCK,4142,,CHATSWORTH
CHWENI,1250,,KABOKWENI
CIKO,4960,,BUTTERWORTH
CIKO,5040,,WILLOWVALE
CINDA PARK,1463,,BOKSBURG
CINDERELLA,,1459,BOKSBURG
CINDERELLA PARK,,3201,PIETERMARITZBURG
CINGCO,5170,,TSOLO
CINTSA EAST,5275,,EAST LONDON
CINTSA-OOS,5275,,OOS-LONDEN
CIRCLE GARDENS,3624,,PINETOWN
CIRCLE PARK,,3610,KLOOF
CITRUSDAL,7340,7340,-
CITY COUNCIL,4,,PRETORIA
CITY DEEP,2049,2001,JOHANNESBURG
CITY DEEP EXT 12,,2001,JOHANNESBURG
CITY DEEP EXT 3,,2001,JOHANNESBURG
CITY DEEP UIT 12,,2001,JOHANNESBURG
CITY DEEP UIT 3,,2001,JOHANNESBURG
CITY TREASURER,3292,,PIETERMARITZBURG
CITY WEST,,2092,JOHANNESBURG
CIVIC PARK,,6506,MOSSEL BAY
CLAIREWOOD,,7100,EERSTE RIVER
CLAIRWOOD,,4052,DURBAN
CLANOR,1351,,SKUKUZA
CLANSTHAL,4170,,UMKOMAAS
CLANVILLE,5436,,DORDRECHT
CLANWILLIAM,8135,8135,-
CLARE ESTATE,4138,4091,DORMERTON
CLAREDON,,3201,PIETERMARITZBURG
CLAREINCH,7740,,CLAREMONT
CLAREMONT,7735,7708,CAPE TOWN
CLAREMONT,,82,HERCULES
CLAREMONT,,2092,JOHANNESBURG
CLARENCE MAKWETU,9800,,PAUL ROUX
CLARENDON,,3201,PIETERMARITZBURG
CLARENDON EST,,7700,MOWBRAY
CLARENDON MARINE,6023,,-
CLARENS,9707,,-
CLARENSPARK,,1609,EDENVALE
CLARIDGE,3215,,PIETERMARITZBURG
CLARINA,118,,KARENPARK
CLARINA EXT 3,118,,KARENPARK
CLARINA UIT 3,118,,KARENPARK
CLARKEBURY,5024,5024,-
CLARKES EST,,7490,MATROOSFONTEIN
CLARKES LGD,,7490,MATROOSFONTEIN
CLARKSON,6302,,HUMANSDORP
CLAUDIUS,,37,LAUDIUM
CLAYFIELD,4156,4068,PHOENIX
CLAYFIELD PHASE 1,4156,,PHOENIX
CLAYFIELD PHASE 4,4156,,PHOENIX
CLAYVILLE,,1666,OLIFANTSFONTEIN
CLAYVILLE EAST,,1666,OLIFANTSFONTEIN
CLAYVILLE EXT 13,,1666,OLIFANTSFONTEIN
CLAYVILLE EXT 7,,1666,OLIFANTSFONTEIN
CLAYVILLE EXT 8,,1666,OLIFANTSFONTEIN
CLAYVILLE EXT 9,,1666,OLIFANTSFONTEIN
CLAYVILLE UIT 13,,1666,OLIFANTSFONTEIN
CLAYVILLE UIT 7,,1666,OLIFANTSFONTEIN
CLAYVILLE UIT 8,,1666,OLIFANTSFONTEIN
CLAYVILLE UIT 9,,1666,OLIFANTSFONTEIN
CLAYVILLE-OOS,,1666,OLIFANTSFONTEIN
CLEARHEIGHTS,,4037,MARBLE RAY
CLEARY PARK EST,,6059,PORT ELIZABETH
CLEARY PARK LGD,,6059,PORT ELIZABETH
CLELAND,,3201,PIETERMARITZBURG
CLERMONT,,3610,PINETOWN
CLERMONT EXT,3610,,PINETOWN
CLERMONT UIT,3610,,PINETOWN
CLERNAVILLE,3602,3610,PINETOWN
CLEVEDEN,,2094,JOHANNESBURG
CLEVELAND,2022,2094,JOHANNESBURG
CLEWER,1036,,WITBANK
CLIFFDALE,3702,,-
CLIFFDALE,3700,,HAMMARSDALE
CLIFFORD,9786,,BARKLY EAST
CLIFTON,,8005,CAPE TOWN
CLIFTON PARK,,5247,EAST LONDON
CLIFTON PARK,,3610,GILLITTS
CLIFTON PARK,4221,,HIBBERDENE
CLOCOLAN,9735,9735,-
CLOETES PARK,9992,,BETHULIE
CLOETESVILLE,7611,7600,STELLENBOSCH
CLONEEN,3080,,DANNHAUSER
CLOVELLY,,7975,FISH HOEK
CLOVERDENE,1513,1513,PUTFONTEIN
CLUB 2000,,8345,MANKURWANE
CLUB VIEW,,5601,KING WILLIAMS TOWN
CLUBVIEW,14,157,CENTURION
CLUBVIEW,69,157,CENTURION
CLUBVIEW,9870,,WITSIESHOEK
CLUBVIEW EAST,,157,CENTURION
CLUBVIEW EXT 1,,157,CENTURION
CLUBVIEW EXT 10,,157,CENTURION
CLUBVIEW EXT 2,,157,CENTURION
CLUBVIEW EXT 24,,157,CENTURION
CLUBVIEW EXT 27,,157,CENTURION
CLUBVIEW EXT 39,,157,CENTURION
CLUBVIEW EXT 4,,157,CENTURION
CLUBVIEW EXT 47,,157,CENTURION
CLUBVIEW EXT 5,140,,-
CLUBVIEW EXT 51,,157,CENTURION
CLUBVIEW EXT 7,,157,CENTURION
CLUBVIEW EXT 8,,157,CENTURION
CLUBVIEW UIT 1,,157,LYTTELTON
CLUBVIEW UIT 10,,157,LYTTELTON
CLUBVIEW UIT 2,,157,LYTTELTON
CLUBVIEW UIT 24,,157,LYTTELTON
CLUBVIEW UIT 27,,157,LYTTELTON
CLUBVIEW UIT 39,,157,LYTTELTON
CLUBVIEW UIT 4,,157,LYTTELTON
CLUBVIEW UIT 47,,157,LYTTELTON
CLUBVIEW UIT 5,140,,-
CLUBVIEW UIT 51,,157,LYTTELTON
CLUBVIEW UIT 7,,157,LYTTELTON
CLUBVIEW UIT 8,,157,LYTTELTON
CLUBVIEW WEST,,157,CENTURION
CLUBVIEW-OOS,,157,LYTTELTON
CLUBVIEW-WES,,157,LYTTELTON
CLUBVILLE,1050,,MIDDELBURG
CLYDESDALE,,1946,KRAGBRON
CLYDESDALE,,2,PRETORIA
CLYNTON,,2196,JOHANNESBURG
COALVILLE,1033,,WITBANK
COBLENTZ,772,,LETSITELE
COCKETTS HOPE,6000,,PORT ELIZABETH
CODESA 1,,9323,GASEHUNELO
CODESA 2,,9323,GASEHUNELO
COEGA,6100,,-
COETZERSDAM,,8611,VRYBURG
COFFEE BAY,5082,,MQANDULI
COFIMVABA,5380,,-
COGHLAN,5054,5054,ENGCOBO
COKONYANE,8608,,TAUNG STATION
COLBYN,,83,HATFIELD
COLCHESTER,6175,,PORT ELIZABETH
COLDSTREAM,6311,,HUMANSDORP
COLENSO,3360,3360,COLENSO
COLESBERG,9795,9795,-
COLESKEPLAAS,6454,,WILLOWMORE
COLIGNY,2725,2725,-
COLIGNY EXT 3,,2725,COLIGNY
COLIGNY EXT 6,,2725,COLIGNY
COLIGNY UIT 3,,2725,COLIGNY
COLIGNY UIT 6,,2725,COLIGNY
COLIN STREET,4270,,UVONGO
COLLEEN GLEN,6018,,PORT ELIZABETH
COLLEGE HILL,,6229,UITENHAGE
COLLERVILLE,,2571,KLERKSDORP
COLLIERY,2302,,-
COLLINS TUCK SHOP,4142,,CHATSWORTH
COLLIS ROAD,4276,,MANABA BEACH
COLLONDALE,,5201,EAST LONDON
COLORADO PARK,,7785,MITCHELLS PLAIN
COLOSA,5000,,IDUTYWA
COLRIDGE,,8601,VRYBURG
COLRIDGE EAST,,6625,OUDTSHOORN
COLRIDGE UITSIG,,6625,OUDTSHOORN
COLRIDGE VIEW,,6625,OUDTSHOORN
COLRIDGE-OOS,,6625,OUDTSHOORN
COLVILLE,,8301,KIMBERLEY
COLVILLE EXT 16,,8301,KIMBERLEY
COLVILLE UIT 16,,8301,KIMBERLEY
COMET,,1459,BOKSBURG
COMMONDALE,2385,,PIET RETIEF
COMMUNITY,,9301,BLOEMFONTEIN
COMPENSATIONS,4390,,-
COMPTONVILLE,2064,,JOHANNESBURG
CONCERN,8,,-
CONCORDIA,8271,,OKIEP
CONDOR PARK,,7100,EERSTE RIVER
CONERA,9431,9430,VIRGINIA
CONGELLA,4013,4001,DURBAN
CONGO,4310,4309,INANDA
CONISTON,,4339,VERULAM
CONISTON PARK,,7945,STEENBERG
CONNAUGHT EST,,7490,MATROOSFONTEIN
CONNAUGHT LGD,,7490,MATROOSFONTEIN
CONSOLIDATED MAIN REEF,,1709,FLORIDA
CONSORT PARK,,7945,RETREAT
CONSTANTIA,7848,7806,CAPE TOWN
CONSTANTIA,,5247,EAST LONDON
CONSTANTIA,,9499,KROONSTAD
CONSTANTIA DALE,,7100,EERSTE RIVER
CONSTANTIA HILL EST,,7806,CONSTANTIA
CONSTANTIA KLOOF,,1709,FLORIDA
CONSTANTIA KLOOF EXT 1,,1709,FLORIDA
CONSTANTIA KLOOF EXT 10,,1709,FLORIDA
CONSTANTIA KLOOF EXT 12,,1709,FLORIDA
CONSTANTIA KLOOF EXT 3,,1709,FLORIDA
CONSTANTIA KLOOF EXT 7,,1709,FLORIDA
CONSTANTIA KLOOF EXT 8,,1709,FLORIDA
CONSTANTIA KLOOF UIT 1,,1709,FLORIDA
CONSTANTIA KLOOF UIT 10,,1709,FLORIDA
CONSTANTIA KLOOF UIT 12,,1709,FLORIDA
CONSTANTIA KLOOF UIT 3,,1709,FLORIDA
CONSTANTIA KLOOF UIT 7,,1709,FLORIDA
CONSTANTIA KLOOF UIT 8,,1709,FLORIDA
CONSTANTIA MEADOWS,,7800,PLUMSTEAD
CONSTANTIA NECK,,7806,CONSTANTIA
CONSTANTIA NEK,,7806,CONSTANTIA
CONSTANTIA PARK,,7100,EERSTE RIVER
CONSTANTIA PARK,10,,GLENSTANTIA
CONSTANTIAPARK,,9499,KROONSTAD
CONSTANTIAVALE,,7806,CONSTANTIA
CONVENT GARDEN,,6529,GEORGE
CONVILLE,,6529,GEORGE
COOKHOUSE,5820,5820,-
COOPERS,3000,,DUNDEE
COOPERS PARK,824,,PIETERSBURG
COOPERSDRIFT,5400,,TSOMO
COPESVILLE,3254,3201,PIETERMARITZBURG
COR DELFOS,16,,PRETORIA
CORDOBA GARDENS,,4339,VERULAM
CORK,1246,,MKHUHLU
CORLETT GARDENS,,2090,JOHANNESBURG
CORLETT GARDENS EXT 1,,2090,JOHANNESBURG
CORLETT GARDENS EXT 3,,2090,JOHANNESBURG
CORLETT GARDENS UIT 1,,2090,JOHANNESBURG
CORLETT GARDENS UIT 3,,2090,JOHANNESBURG
CORMAC PARK,,7580,KUILSRIVIER
CORNELIA,9850,,VREDE
CORNUTA,,7945,TOKAI
CORNWALL HILL,178,,-
CORONATION,3107,,VRYHEID
CORONATION PARK,,1739,KRUGERSDORP
CORONATIONVILLE,,2093,JOHANNESBURG
COROVOCA,4019,4051,DURBAN NORTH
CORRIEMOOR,,2195,JOHANNESBURG
COSTA DA GAMA,,7945,RETREAT
COTSWOLD,,6045,PORT ELIZABETH
COTSWOLD EXT 2,,6045,PORT ELIZABETH
COTSWOLD HILLS,,3629,WESTVILLE
COTSWOLD UIT 2,,6045,PORT ELIZABETH
COTTESLOE,,2092,JOHANNESBURG
COTTONDALE,1361,,ACORNHOEK
COTTONLANDS,4345,4339,VERULAM
COUNTRY CLUB,4301,,MOUNT EDGECOMBE
COUNTRY LIFE PARK,2060,,BRYANSTON
COUNTRY VIEW,1687,,HALFWAY HOUSE
COUNTRY VIEW EXT 1,1687,,HALFWAY HOUSE
COUNTRY VIEW EXT 3,1687,,HALFWAY HOUSE
COUNTRY VIEW UIT 1,1687,,HALFWAY HOUSE
COUNTRY VIEW UIT 3,1687,,HALFWAY HOUSE
COURTRAI,,7646,PAARL
COVERDALE,,2660,BLOEMHOF
COVILLE,9759,9759,-
COWDRAY PARK,2060,,BRYANSTON
COWDRAY PARK EXT 1,2060,,BRYANSTON
COWDRAY PARK UIT 1,2060,,BRYANSTON
COWIE'S HILL,,3610,PINETOWN
COWIE'S HILL PARK,,3610,PINETOWN
CRACOUW FARM,845,,JUNO
CRACOUW FARM,654,,POTGIETERSRUS
CRADOCK,5880,5880,-
CRADOCK PLACE,,6001,PORT ELIZABETH
CRAIGAVON,2021,,JOHANNESBURG
CRAIGBAIN,,6001,PORT ELIZABETH
CRAIGBAIN TSP,,6001,PORT ELIZABETH
CRAIGHALL,2024,2196,JOHANNESBURG
CRAIGHALL PARK,,2196,JOHANNESBURG
CRAIGIEBURN,4170,4170,UMKOMAAS
CRAMERVIEW,2060,,BRYANSTON
CRAMOND,3220,,PIETERMARITZBURG
CRANBROOK PARK,4019,,DURBAN NORTH
CRANBROOKVALE,,157,CENTURION
CRAVENBY,,7493,BELHAR
CRAVENBY EST,,7493,BELHAR
CRAWFORD,7770,7780,LANSDOWNE
CRAWFORD STREET,2940,,NEWCASTLE
CRECY,562,,NABOOMSPRUIT
CREIGHTON,3263,,UMZINTO
CRESCENT STREET,4240,,PORT SHEPSTONE
CRESSLAWNS,,1619,KEMPTON PARK
CREST INDUSTRIA,,7490,MATROOSFONTEIN
CRESTA,2118,2194,JOHANNESBURG
CRESTHOLME,3652,,LINK HILLS
CRESTONHILL,,1401,PRIMROSE
CRESTVIEW,3652,,LINK HILLS
CRESTVIEW,,6025,PORT ELIZABETH
CRESWELL PARK,,1724,ROODEPOORT
CROESUS,,2093,JOHANNESBURG
CROFTDENE,,4092,CHATSWORTH
CROMEVILLE,1050,,MIDDELBURG
CROQUET LAWN,1287,,XIMHUNGWE
CROSBY,,2092,JOHANNESBURG
CROSS ROADS,7750,7750,GUGULETU
CROSSMOOR,,4092,CHATSWORTH
CROSSROADS,5643,,PEDDIE
CROSSWAYS,4038,4052,DURBAN
CROWN GARDENS,,2091,JOHANNESBURG
CROWN GARDENS EXT,,2091,JOHANNESBURG
CROWN GARDENS EXT 1,,2091,JOHANNESBURG
CROWN GARDENS UIT,,2091,JOHANNESBURG
CROWN GARDENS UIT 1,,2091,JOHANNESBURG
CROWN MINES,2025,2092,-
CROWN NORTH,,2092,JOHANNESBURG
CROWN-NOORD,,2092,JOHANNESBURG
CROYDON,,1619,KEMPTON PARK
CROYDON EXT 1,,1619,KEMPTON PARK
CROYDON UIT 1,,1619,KEMPTON PARK
CRUYWAGENPARK,,1428,GERMISTON
CRYSBESTOS,1307,,BARBERTON
CRYSTAL GARDENS,,2090,JOHANNESBURG
CRYSTAL PARK,1515,1501,BENONI
CRYSTAL PARK EXT 1,,1501,BENONI
CRYSTAL PARK EXT 2,,1501,BENONI
CRYSTAL PARK EXT 3,,1501,BENONI
CRYSTAL PARK UIT 1,,1501,BENONI
CRYSTAL PARK UIT 2,,1501,BENONI
CRYSTAL PARK UIT 3,,1501,BENONI
CUBA,4961,4961,MSOBOMVU
CUBA,1551,,TSAKANE
CULEMBEECK,,1724,ROODEPOORT
CULEMBORGPARK,,1759,RANDFONTEIN
CULLDENE,,5880,CRADOCK
CULLINAN,1000,1000,-
CULUNCA,5180,,QUMBU
CUMAKALA,4930,,STUTTERHEIM
CUMBERWOOD,3235,,PIETERMARITZBURG
CUNNING MOORE,1255,,BUSHBUCKRIDGE
CURRIE CAMP,8860,,KEIMOES
CW 1,,1911,VANDERBIJLPARK
CW 2,,1911,VANDERBIJLPARK
CW 3,,1911,VANDERBIJLPARK
CW 4,,1911,VANDERBIJLPARK
CW 5,,1911,VANDERBIJLPARK
CW 6,,1911,VANDERBIJLPARK
CWAKA,3880,,EMPANGENI
CWEZI,3855,,NKANDLA
CYFERFONTEIN,1876,,WALKERVILLE
CYRILDENE,,2198,JOHANNESBURG
D'ALMEDIA,,6506,MOSSEL BAY
D'URBANVALE,,7550,DURBANVILLE
DA GAMA PARK,,7975,SIMON'S TOWN
DA GAMASKOP,6501,6506,MOSSEL BAY
DA NOVA,,6506,MOSSEL BAY
DAANTJIE,1215,,-
DAANTJIESRUS,8477,,MOTHIBISTAD
DABULAVILLE,1728,,ROODEPOORT
DABULAVILLE EXT 2,1728,,ROODEPOORT
DABULAVILLE UIT 2,1728,,ROODEPOORT
DADAMBA,5000,,IDUTYWA
DADAVILLE,1936,,ROSHNEE
DAFELENI,4240,,PORT SHEPSTONE
DAGBREEK,,6705,ROBERTSON
DAGBREEK,,9459,WELKOM
DAGGAFONTEIN,1573,1559,SPRINGS
DAGGAFONTEIN EXT 1,,1559,SPRINGS
DAGGAFONTEIN EXT 2,,1559,SPRINGS
DAGGAFONTEIN UIT 1,,1559,SPRINGS
DAGGAFONTEIN UIT 2,,1559,SPRINGS
DAINFERN,2055,,FOUR WAYS
